Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price
"Acer Extensa 15 EX215-22-R32C AMD Ryzen 5 3500U/8GB/512GB SSD/15.6""",New,Acer,Extensa,AMD Ryzen 5,8,512,SSD,,15.6,No,491.13
"Acer Extensa 15 EX215-22-R6F9 AMD Ryzen 5 3500U/8GB/256GB SSD/15.6""",New,Acer,Extensa,AMD Ryzen 5,8,256,SSD,,15.6,No,473.0
"Acer Extensa 15 EX215-22-R7D2 AMD Ryzen 3 3250U/8GB/256GB SSD/15.6""",New,Acer,Extensa,AMD Ryzen 3,8,256,SSD,,15.6,No,479.0
"Acer Extensa 15 EX215-52-330L Intel Core i3-1005G1/8GB/256GB SSD/15.6""",New,Acer,Extensa,Intel Core i3,8,256,SSD,,15.6,No,616.33
"Acer Extensa 15 EX215-52-519J Intel Core i5-1035G1/8GB/512GB SSD/15.6""",New,Acer,Extensa,Intel Core i5,8,512,SSD,,15.6,No,666.44
"Acer Extensa 15 EX215-53G-56MT Intel Core i5-1035G1/8GB/256GB SSD/MX330/15.6""",New,Acer,Extensa,Intel Core i5,8,256,SSD,MX 330,15.6,No,689.08
"Acer Extensa 15 EX215-54-34HR Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Acer,Extensa,Intel Core i3,8,256,SSD,,15.6,No,481.6
"Acer Extensa 15 EX215-54-50UV Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Acer,Extensa,Intel Core i5,8,512,SSD,,15.6,No,541.55
"Acer TravelMate P2 Intel Core i5-1135G7/8GB/512GB SSD/14""",New,Acer,TravelMate,Intel Core i5,8,512,SSD,,14.0,No,803.61
"Acer TravelMate P2 P214-53-593J Intel Core i5-1135G7/16GB/512GB SSD/14""",New,Acer,TravelMate,Intel Core i5,16,512,SSD,,14.0,No,709.81
"Acer TravelMate P2 P215-53-54GL Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Acer,TravelMate,Intel Core i5,8,512,SSD,,15.6,No,789.84
"Acer TravelMate P2 TMP214-52-77KP Intel Core i7-10510U/8GB/512GB SSD/14""",New,Acer,TravelMate,Intel Core i7,8,512,SSD,,14.0,No,714.29
"Acer TravelMate P2 TMP215-53 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Acer,TravelMate,Intel Core i5,8,256,SSD,,15.6,No,691.97
"Acer TravelMate TMP215-52 Intel Core i3-10110U/8GB/256GB SSD/15.6""",New,Acer,TravelMate,Intel Core i3,8,256,SSD,,15.6,No,547.19
"Asus ROG Strix SCAR 17 G733QS-K4016T AMD Ryzen 9 5900HX/32GB/1TB SSD/RTX 3080/17.3""",Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3080,17.3,No,2052.74
Asus TUF Gaming A15 FA507RR AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3070/15.6'' (PT),New,Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 3070,15.6,No,1454.12
"Asus VivoBook F515EA-BR283T Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,256,SSD,,15.6,No,499.0
"Asus VivoBook S413FA-EB560T Intel Core i5-10210U/8GB/256GB SSD/14""",New,Asus,VivoBook,Intel Core i5,8,256,SSD,,14.0,No,686.45
"Asus Vivobook S 15 OLED M3502QA-MA103W AMD Ryzen 7 5800H/16GB/512GB SSD/15.6""",New,Asus,VivoBook,AMD Ryzen 7,16,512,SSD,,15.6,No,1422.0
"Asus ZenBook 14 Ultralight UX435EAL-KC096T Intel Evo Core i7-1165G7/16GB/512GB SSD+32GB Intel Optane/14""",New,Asus,Ultra,Intel Evo Core i7,16,32,SSD,,14.0,No,1349.0
"ConceptD 7 Ezel Pro CC715-72P-77J7 Intel Core i7-11800H/32GB/1TB SSD/RTX A3000/15.6"" Táctil",New,Acer,ConceptD,Intel Core i7,32,1000,SSD,RTX A3000,15.6,Yes,2595.0
"Deep Gaming Nubian 15 Intel Core i7-13700H/32 GB/1TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,32,1000,SSD,RTX 3050,15.6,No,1409.0
"Deep Gaming Nubian 15 Intel Core i7-13700H/32GB/1TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,32,1000,SSD,RTX 3050,15.6,No,1334.0
"Deep Gaming Nubian 15 Intel Core i7-13700H/32GB/2TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,32,2000,SSD,RTX 3050,15.6,No,1525.0
"Deep Gaming Nubian 15 Intel Core i7-13700H/64GB/1TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,64,1000,SSD,RTX 3050,15.6,No,1497.0
"Deep Gaming Nubian 15 Intel Core i7-13700H/64GB/2TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,64,2000,SSD,RTX 3050,15.6,No,1615.0
"Deep Gaming Nubian 17 Intel Core i7-13700H/32 GB/1TB SSD/RTX 3050/17.3""",New,Deep Gaming,Nubian,Intel Core i7,32,1000,SSD,RTX 3050,17.3,No,1475.0
"Deep Gaming Nubian 17 Intel Core i7-13700H/64GB/1TB SSD/RTX 3050/17.3""",New,Deep Gaming,Nubian,Intel Core i7,64,1000,SSD,RTX 3050,17.3,No,1639.01
"Dell Latitude 3320 Intel Core i7-1165G7/8GB/512GB SSD/13.3""",New,Dell,Latitude,Intel Core i7,8,512,SSD,,13.3,No,1259.59
"Dell Latitude 3330 Intel Core i5-1155G7/8GB/256GB SSD/13.3""",New,Dell,Latitude,Intel Core i5,8,256,SSD,,13.3,No,1044.74
"Dell Latitude 3410 Intel Core i7-10510U/8GB/256GB SSD/14""",New,Dell,Latitude,Intel Core i7,8,256,SSD,,14.0,No,1177.9
"Dell Latitude 3420 Intel Core i5-1135G7/16 GB/512GB SSD/14"" (PT)",New,Dell,Latitude,Intel Core i5,16,512,SSD,,14.0,No,1237.85
"Dell Latitude 3420 Intel Core i5-1135G7/16GB/512GB SSD/14""",New,Dell,Latitude,Intel Core i5,16,512,SSD,,14.0,No,1091.0
Dell Latitude 3520 Intel Core i5-1135G7/8GB/256GB SSD/15.6'' (PT),New,Dell,Latitude,Intel Core i5,8,256,SSD,,15.6,No,915.78
"Dell Latitude 3520 Intel Core i7-1165G7/16GB/512GB SSD/15.6"" (PT)",New,Dell,Latitude,Intel Core i7,16,512,SSD,,15.6,No,1383.44
"Dell Latitude 5320 Intel Core i5-1135G7/8 GB/256GB SSD/13.3""",New,Dell,Latitude,Intel Core i5,8,256,SSD,,13.3,No,1231.71
"Dell Latitude 5330 Intel Core i5-1235U/8GB/256GB SSD/13.3""",New,Dell,Latitude,Intel Core i5,8,256,SSD,,13.3,No,1006.9999999999999
"Dell Latitude 5520 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Dell,Latitude,Intel Core i5,8,256,SSD,,15.6,No,2450.71
"Dell Latitude 5530 Intel Core i5-1235U/8GB/256GB SSD/15.6""",New,Dell,Latitude,Intel Core i5,8,256,SSD,,15.6,No,1040.55
"Dell Latitude 5540 Intel Core i5-1335U/8GB/256GB SSD/15.6""",New,Dell,Latitude,Intel Core i5,8,256,SSD,,15.6,No,1307.01
"Dell Latitude 7430 Intel Core i5-1235U/16GB/512GB SSD/14""",New,Dell,Latitude,Intel Core i5,16,512,SSD,,14.0,No,1463.4
"Dell Latitude 7430 Intel Core i7-1255U/16GB/512GB SSD/14""",New,Dell,Latitude,Intel Core i7,16,512,SSD,,14.0,No,1637.09
"Dell Latitude 7520 Intel Core i7-1185G7/16GB/512GB SSD/15.6""",New,Dell,Latitude,Intel Core i7,16,512,SSD,,15.6,No,2033.25
"Dell Latitude 7530 Intel Core i5-1235U/16GB/512GB SSD/15.6""",New,Dell,Latitude,Intel Core i5,16,512,SSD,,15.6,No,1365.1
"Dell Latitude 7530 Intel Core i5-1235U/16GB/512GB SSD/15.6"" (PT)",New,Dell,Latitude,Intel Core i5,16,512,SSD,,15.6,No,1675.2
"Dell Latitude 7530 Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,Dell,Latitude,Intel Core i7,16,512,SSD,,15.6,No,1715.18
"Dell Precision 3560 Intel Core i5-1135G7/8 GB/256GB SSD/15.6""",New,Dell,Precision,Intel Core i5,8,256,SSD,,15.6,No,1190.0
"Dell Precision 3560 Intel Core i5-1135G7/8 GB/512GB SSD/Quadro T500/15.6""",New,Dell,Precision,Intel Core i5,8,512,SSD,T 500,15.6,No,1848.46
"Dell Precision 5470 Intel Core i7-12800H/16GB/512GB SSD/RTX A1000/14""",New,Dell,Precision,Intel Core i7,16,512,SSD,RTX A1000,14.0,No,3469.0
"Dell Precision 5770 Intel Core i7-12700H/16GB/512GB SSD/RTX A2000/17"" Táctil",New,Dell,Precision,Intel Core i7,16,512,SSD,RTX A2000,17.0,Yes,3936.0
"Dell Vostro 3400 Intel Core i5-1135G7/8GB/512GB SSD/14""",New,Dell,Vostro,Intel Core i5,8,512,SSD,,14.0,No,926.63
"Dell Vostro 3420 Intel Core i5-1135G7/8 GB/256GB SSD/14""",New,Dell,Vostro,Intel Core i5,8,256,SSD,,14.0,No,717.0
"Dell Vostro 3500 Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i3,8,256,SSD,,15.6,No,930.16
"Dell Vostro 3501 Intel Core i3-1005G1/4 GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i3,4,256,SSD,,15.6,No,600.68
"Dell Vostro 3501 Intel Core i3-1005G1/8GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i3,8,256,SSD,,15.6,No,688.88
"Dell Vostro 3510 Intel Core i5-1035G1/8GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i5,8,256,SSD,,15.6,No,1289.17
"Dell Vostro 5320 Intel Evo Core i5-1240P/8GB/256GB SSD/13.3""",New,Dell,Vostro,Intel Evo Core i5,8,256,SSD,,13.3,No,919.0
"Dell Vostro 5510 Intel Core i5-11300H/8GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i5,8,256,SSD,,15.6,No,1091.08
"Dell Vostro 5515 AMD Ryzen 5 5500U/8GB/256GB SSD/15.6""",New,Dell,Vostro,AMD Ryzen 5,8,256,SSD,,15.6,No,1895.48
"Dell Vostro 5620 Intel Core i5-1240P/8GB/256GB SSD/16""",New,Dell,Vostro,Intel Core i5,8,256,SSD,,16.0,No,887.87
Dell XPS 15 9520 Intel Core i7-12700H/16GB RAM/1TB SSD/RTX 3050 Ti/15.6'' (PT),New,Dell,XPS,Intel Core i7,16,1000,SSD,RTX 3050,15.6,No,3012.09
"Dell XPS 15 9520 Intel Core i7-12700H/32GB/1TB SSD/RTX3050 Ti/15.6"" Táctil",Refurbished,Dell,XPS,Intel Core i7,32,1000,SSD,RTX 3050,15.6,Yes,2818.09
"Dynabook Portégé X30-F-15T Intel Core i5-8265U/8GB/256GB SSD/13.3""",New,Dynabook Toshiba,Portégé,Intel Core i5,8,256,SSD,,13.3,No,1369.87
"Dynabook Toshiba Portégé X30W-J-10P Intel Core i5-1135G7/16GB/512GB SSD/13.3"" Táctil",New,Dynabook Toshiba,Portégé,Intel Core i5,16,512,SSD,,13.3,Yes,1323.11
"Dynabook Toshiba Portégé X30W-J-148 Intel Core i5-1135G7/16GB/512GB SSD/13.3"" Táctil",New,Dynabook Toshiba,Portégé,Intel Core i5,16,512,SSD,,13.3,Yes,1779.99
"Dynabook Toshiba Portégé X30W-K-114 Intel Core i5-1240P/16GB/512GB SSD/13.3"" Táctil",New,Dynabook Toshiba,Portégé,Intel Core i5,16,512,SSD,,13.3,Yes,1581.0
"Dynabook Toshiba Satellite Pro A50-F-107 Intel Core i3-8145U/8GB/256GB SSD/15.6""",New,Dynabook Toshiba,Satellite Pro,Intel Core i3,8,256,SSD,,15.6,No,734.64
"Dynabook Toshiba Satellite Pro C50-H-10C Intel Core i3-1005G1/8GB/512GB SSD/15.6""",Refurbished,Dynabook Toshiba,Satellite Pro,Intel Core i3,8,512,SSD,,15.6,No,397.29
"Dynabook Toshiba Tecra A50-J-13Y Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Dynabook Toshiba,Tecra,Intel Core i5,8,512,SSD,,15.6,No,1093.01
"Gigabyte AERO 15 OLED YD-73ES624SP Intel Core i7-11800H/16GB/1TB SSD/RTX 3080/15.6""",New,Gigabyte,Aero,Intel Core i7,16,1000,SSD,RTX 3080,15.6,No,2835.19
"Gigabyte AERO 16 XE5-73PT938HP Intel Core i7-12700H/16GB/2TB SSD/RTX 3070Ti/16"" (PT)",New,Gigabyte,Aero,Intel Core i7,16,2000,SSD,RTX 3070,16.0,No,2317.0
"Gigabyte AERO 17 XE5-73PT738HP Intel Core i7-12700H/16GB/2TB SSD/RTX 3070Ti/17.3"" (PT)",New,Gigabyte,Aero,Intel Core i7,16,2000,SSD,RTX 3070,17.3,No,2228.59
"Gigabyte AORUS 15 XE4-73ESB14SH Intel Core i7-12700H/16GB/1TB SSD/RTX 3070Ti/15.6""",New,Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,2299.0
"Gigabyte AORUS 15X ASF-83ES654SH Intel Core i7-13700HX/16GB/1TB SSD/RTX 4070/15.6""",New,Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 4070,15.6,No,2511.0
"Gigabyte AORUS 17G KD-72ES325SD Intel Core i7-11800H/16GB/512GB SSD/RTX 3060/17.3""",New,Gigabyte,Aorus,Intel Core i7,16,512,SSD,RTX 3060,17.3,No,1552.82
"Gigabyte AORUS 17H BXF-74ES554SH Intel Core i7-13700H/16GB/1TB SSD/RTX 4080/17.3""",New,Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 4080,17.3,No,2532.38
"Gigabyte AORUS 5 SE4-73PT213SH Intel Core i7-12700H/16GB/512GB SSD/RTX 3070Ti/15.6"" (PT)",New,Gigabyte,Aorus,Intel Core i7,16,512,SSD,RTX 3070,15.6,No,1878.04
"Gigabyte G7 GD-51PT123SD Intel Core i5-11400H/16GB/512GB SSD/RTX 3050/17.3"" (PT)",New,Gigabyte,G7,Intel Core i5,16,512,SSD,RTX 3050,17.3,No,1376.02
"Gigabyte U4 UD-50ES823SO Intel Core i5-1155G7/16GB/512GB SSD/14""",Refurbished,Gigabyte,U4,Intel Core i5,16,512,SSD,,14.0,No,899.0
"HP 15-DW3009NS Intel Core i5-1135G7/8GB/256GB SSD/MX350/15.6""",New,HP,G7,Intel Core i5,8,256,SSD,,15.6,No,684.93
"HP 15S-EQ1133NS AMD 3020e/4GB/256GB SSD/15.6""",New,HP,15S,AMD 3020e,4,256,SSD,,15.6,No,355.01
"HP 15S-EQ1142NS AMD 3020e/4GB/128GB SSD/15.6""",New,HP,15S,AMD 3020e,4,128,SSD,,15.6,No,367.34
"HP 15S-EQ1157NS AMD Athlon Silver 3050U/8GB/256GB SSD/15.6""",New,HP,15S,AMD Athlon,8,256,SSD,,15.6,No,459.99
"HP 15S-EQ1161NS AMD Athlon Silver 3050U/8GB/256GB SSD/15.6""",New,HP,15S,AMD Athlon,8,256,SSD,,15.6,No,377.0
"HP 15S-EQ2094NS AMD Ryzen 5 5500U/8GB/256GB SSD/15.6""",New,HP,15S,AMD Ryzen 5,8,256,SSD,,15.6,No,478.45
"HP 15S-EQ2098NS AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",New,HP,15S,AMD Ryzen 3,8,256,SSD,,15.6,No,581.01
"HP 15S-EQ2099NS AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 3,8,512,SSD,,15.6,No,593.11
"HP 15S-EQ2100NS AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 3,8,512,SSD,,15.6,No,586.66
"HP 15S-EQ2102NS AMD Ryzen 5 5500U/8GB/256GB SSD/15.6""",New,HP,15S,AMD Ryzen 5,8,256,SSD,,15.6,No,594.22
"HP 15S-EQ2103NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 5,8,512,SSD,,15.6,No,709.65
"HP 15S-EQ2104NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 5,8,512,SSD,,15.6,No,554.0
"HP 15S-EQ2105NS AMD Ryzen 7 5700U/12GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 7,12,512,SSD,,15.6,No,716.14
"HP 15S-EQ2106NS AMD Ryzen 7 5700U/12GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 7,12,512,SSD,,15.6,No,673.37
"HP 15S-EQ2113NS AMD Ryzen 7 5700U/8GB/256GB SSD/15.6""",New,HP,15S,AMD Ryzen 7,8,256,SSD,,15.6,No,600.57
"HP 15S-EQ2114NS AMD Ryzen 7 5700U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 7,8,512,SSD,,15.6,No,614.0
"HP 15S-EQ2125NS AMD Ryzen 7 5700U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 7,8,512,SSD,,15.6,No,601.33
"HP 15S-EQ2130NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 5,8,512,SSD,,15.6,No,652.92
"HP 15S-EQ2134NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 5,8,512,SSD,,15.6,No,538.98
"HP 15S-FQ0023NS Intel Celeron N4120/8GB/256GB SSD/15.6""",New,HP,15S,Intel Celeron,8,256,SSD,,15.6,No,335.28
"HP 15S-FQ2029NS Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i5,8,512,SSD,,15.6,No,885.9
"HP 15S-FQ2134NS Intel Core i3-1115G4/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i3,8,512,SSD,,15.6,No,451.46
"HP 15S-FQ2150NS Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,HP,15S,Intel Core i3,8,256,SSD,,15.6,No,378.94
"HP 15S-FQ2162NS Intel Core i3-1115G4/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i3,8,512,SSD,,15.6,No,646.39
"HP 15S-FQ3003NS Intel Celeron N4500/8GB/512GB SSD/15.6""",New,HP,15S,Intel Celeron,8,512,SSD,,15.6,No,517.01
"HP 15S-FQ3014NS Intel Celeron N4500/8GB/256GB SSD/15.6""",New,HP,15S,Intel Celeron,8,256,SSD,,15.6,No,354.0
"HP 15S-FQ3018NS Intel Celeron N4500/8GB/256GB SSD/15.6""",New,HP,15S,Intel Celeron,8,256,SSD,,15.6,No,403.83
"HP 15S-FQ4038NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i5,8,512,SSD,,15.6,No,623.66
"HP 15S-FQ4048NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i5,8,512,SSD,,15.6,No,521.75
"HP 15S-FQ4051NS Intel Core i5-1155G7/8GB/256GB SSD/15.6""",New,HP,15S,Intel Core i5,8,256,SSD,,15.6,No,571.39
"HP 15S-FQ4053NS Intel Core i5-1155G7/8GB/256GB SSD/15.6""",New,HP,15S,Intel Core i5,8,256,SSD,,15.6,No,542.99
"HP 15S-FQ4057NS Intel Core i5-1155G7/8GB/256GB SSD/15.6""",New,HP,15S,Intel Core i5,8,256,SSD,,15.6,No,494.81
"HP 15S-FQ4058NS Intel Core i5-1155G7/8GB/256GB SSD/15.6""",New,HP,15S,Intel Core i5,8,256,SSD,,15.6,No,507.14
"HP 15S-FQ4060NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i5,8,512,SSD,,15.6,No,550.78
"HP 15S-FQ4065NS Intel Core i7-1195G7/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i7,8,512,SSD,,15.6,No,734.64
"HP 15S-FQ5016NS Intel Core i5-1235U/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i5,8,512,SSD,,15.6,No,759.0
"HP 15S-FQ5042NS Intel Core i7-1255U/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i7,8,512,SSD,,15.6,No,901.0
"HP 15S-FQ5072NS Intel Core i5-1235U/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i5,8,512,SSD,,15.6,No,526.1
"HP 15S-FQ5077NS Intel Core i5-1235U/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i5,8,512,SSD,,15.6,No,676.0
"HP 15S-FQ5079NS Intel Core i5-1235U/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i5,8,512,SSD,,15.6,No,614.99
"HP 15S-eq2097ns AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",New,HP,15S,AMD Ryzen 3,8,256,SSD,,15.6,No,461.05
"HP 15S-fq2133ns Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,HP,15S,Intel Core i3,8,256,SSD,,15.6,No,432.26
"HP 15S-fq3011ns Intel Celeron N4500/8GB/256GB SSD/15.6""",New,HP,15S,Intel Celeron,8,256,SSD,,15.6,No,402.22
"HP 15s-eq2133ns AMD Ryzen 5 5500U/8GB/256GB SSD/15.6""",New,HP,15S,AMD Ryzen 5,8,256,SSD,,15.6,No,476.99
"HP 15s-fq4049ns Intel Core i7-1195G7/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i7,8,512,SSD,,15.6,No,628.96
"HP 15s-fq4056ns Intel Core i7-1195G7/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i7,8,512,SSD,,15.6,No,716.14
"HP 17-CN0014NS Intel Core i3-1115G4/8GB/512GB SSD/17.3""",New,HP,17,Intel Core i3,8,512,SSD,,17.3,No,661.11
"HP 250 G7 Intel Core i5-1035G1/8 GB/256GB SSD/15.6""",New,HP,250,Intel Core i5,8,256,SSD,,15.6,No,1730.38
"HP 250 G8 2X7L0EA Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,HP,250,Intel Core i3,8,256,SSD,,15.6,No,466.1
"HP 250 G8 Intel Core i3-1115G4/8 GB/512GB SSD/15.6""",New,HP,250,Intel Core i3,8,512,SSD,,15.6,No,445.89
"HP 250 G8 Intel Core i3-1115G4/8GB/256GB SSD/15.6"" Plata",New,HP,250,Intel Core i3,8,256,SSD,,15.6,No,586.4
"HP 250 G8 Intel Core i5-1135G7/8 GB/256 GB SSD/15.6""",New,HP,250,Intel Core i5,8,256,SSD,,15.6,No,876.08
"HP 250 G8 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,HP,250,Intel Core i5,8,512,SSD,,15.6,No,741.0
"HP 250 G9 Intel Core i5-1235U/8GB/256GB SSD/15.6""",New,HP,250,Intel Core i5,8,256,SSD,,15.6,No,791.0
"HP 250 G9 Intel Core i5-1235U/8GB/512 GB SSD/15.6""",New,HP,250,Intel Core i5,8,512,SSD,,15.6,No,882.01
"HP 255 G7 AMD Ryzen 5 3500U/8 GB/256 GB SSD/15.6""",New,HP,255,AMD Ryzen 5,8,256,SSD,,15.6,No,1094.9
"HP 255 G8 AMD Ryzen 3 3250U/8 GB/256 GB SSD/15.6""",New,HP,255,AMD Ryzen 3,8,256,SSD,,15.6,No,455.55
"HP 255 G8 AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",New,HP,255,AMD Ryzen 3,8,256,SSD,,15.6,No,839.14
"HP 255 G8 AMD Ryzen 5 3500U/8 GB/256GB SSD/15.6""",New,HP,255,AMD Ryzen 5,8,256,SSD,,15.6,No,644.7
"HP 255 G9 AMD Ryzen 5 5625U/8GB/256GB SSD/15.6""",New,HP,255,AMD Ryzen 5,8,256,SSD,,15.6,No,538.99
"HP 340S G7 Intel Core i3-1005G1/8GB/2565GB SSD/14""",New,HP,G7,Intel Core i3,8,256,SSD,,14.0,No,581.07
"HP ChromeBook 14a-na0023ns Intel Celeron N4120/4GB/64GB eMMC/14""",New,HP,Chromebook,Intel Celeron,4,64,eMMC,,14.0,No,329.0
"HP Chromebook 11MK G9 Mediatek MT8183/4GB/32GB EMMC/11.6""",New,HP,Chromebook,Mediatek MT8183,4,32,eMMC,,11.6,No,458.0
"HP Chromebook X360 11 G3 Intel Celeron N4020/4GB/32GB eMMC/11.6"" Táctil",New,HP,Chromebook,Intel Celeron,4,32,eMMC,,11.6,Yes,332.41
"HP ENVY 13-ba1001np Intel Core i5-1135G7/8GB/512GB SSD/13.3""(PT)",New,HP,Envy,Intel Core i5,8,512,SSD,,13.3,No,1049.99
HP ENVY x360 2-in-1 Laptop 15-ew0008np Intel Core i7-1255U/16GB/512GB SSD/RTX2050/Tátil (PT),New,HP,Envy,Intel Core i7,16,512,SSD,RTX 2050,,Yes,1863.52
"HP Elite Dragonfly G3 Intel Core i7-1255U/16GB/1TB SSD/13.5""",New,HP,Go,Intel Core i7,16,1000,SSD,,13.5,No,1699.01
"HP EliteBook 1040 G9 Intel Core i7-1255U/32GB/1TB SSD/14""",New,HP,EliteBook,Intel Core i7,32,1000,SSD,,14.0,No,2502.66
"HP EliteBook 1040 Intel Core i5-1235U/16GB/512GB SSD/14""",New,HP,EliteBook,Intel Core i5,16,512,SSD,,14.0,No,1624.46
"HP EliteBook 630 G9 Intel Core i5-1235U/8GB/512GB SSD/13.3""",New,HP,EliteBook,Intel Core i5,8,512,SSD,,13.3,No,1042.26
"HP EliteBook 640 G9 Intel Core i5-1235U/8GB/512GB SSD/14""",Refurbished,HP,EliteBook,Intel Core i5,8,512,SSD,,14.0,No,1474.28
"HP EliteBook 650 G9 Intel Core i5-1235U/8GB/512GB SSD/15.6""",New,HP,EliteBook,Intel Core i5,8,512,SSD,,15.6,No,1064.59
"HP EliteBook 840 G8 Intel Core i5-1135G7/8GB/256GB SSD/14""",New,HP,EliteBook,Intel Core i5,8,256,SSD,,14.0,No,1519.99
"HP EliteBook 840 G9 Intel Core i5-1235U/16GB/512GB SSD/14""",Refurbished,HP,EliteBook,Intel Core i5,16,512,SSD,,14.0,No,2025.96
"HP EliteBook 850 G8 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,HP,EliteBook,Intel Core i5,8,256,SSD,,15.6,No,1015.01
"HP EliteBook 860 G9 Intel Core i5-1235U/16GB/512GB SSD/16""",New,HP,EliteBook,Intel Core i5,16,512,SSD,,16.0,No,1463.31
"HP EliteBook x360 1030 G8 Intel Core i5-1135G7/16GB/512GB SSD/13.3"" Táctil",New,HP,EliteBook,Intel Core i5,16,512,SSD,,13.3,Yes,1999.0
"HP EliteBook x360 830 G8 Intel Core i5-1135G7/8GB/512GB SSD/13.3"" Táctil",New,HP,EliteBook,Intel Core i5,8,512,SSD,,13.3,Yes,1051.96
HP Laptop 15S-EQ2052NP AMD Ryzen 7-5700U/12GB/256GB SSD/15.6'' (PT),New,HP,15S,AMD Ryzen 7,12,256,SSD,,15.6,No,750.08
"HP OMEN 16-B1018NS Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/16.1""",New,HP,Omen,Intel Core i7,16,1000,SSD,RTX 3060,16.1,No,1627.74
"HP OMEN 16-c0007np AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3070/16.1""(PT)",New,HP,Omen,AMD Ryzen 7,16,512,SSD,RTX 3070,16.1,No,2025.23
"HP Pavilion 14-DV2006NS Intel Core i5-1235U/16GB/512GB SSD/14""",New,HP,Pavilion,Intel Core i5,16,512,SSD,,14.0,No,977.0
"HP Pavilion 14-dv1009ns Intel Core i5-1155G7/16GB/512GB SSD/14""",New,HP,Pavilion,Intel Core i5,16,512,SSD,,14.0,No,920.82
