model_year,origin,fuel_type,drivetrain,num_doors,engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,fuel_efficiency_mpg
1989,Europe,Gasoline,Front-wheel drive,2,2380,6,270,4320,18.8,28.6
2019,USA,Gasoline,Rear-wheel drive,3,1960,5,226,4120,19.8,30.2
2013,Asia,Gasoline,Rear-wheel drive,2,1930,6,240,4020,20.2,33.4
2017,Asia,Gasoline,Rear-wheel drive,5,2170,6,246,4670,19.0,32.8
1989,Asia,Gasoline,Front-wheel drive,3,2370,6,268,4180,19.6,28.7
2006,USA,Hybrid,Front-wheel drive,4,2290,6,251,4550,21.1,34.6
2007,Europe,Hybrid,Rear-wheel drive,5,1860,5,208,4070,19.0,33.2
1994,Europe,Gasoline,All-wheel drive,3,2410,6,269,4360,18.8,30.4
1989,Asia,Gasoline,All-wheel drive,4,2410,7,244,4510,17.6,26.6
1992,Europe,Diesel,Rear-wheel drive,4,2340,6,270,4290,17.9,28.8
1980,Asia,Gasoline,Front-wheel drive,3,2130,5,,4110,18.0,27.2
1982,USA,Gasoline,All-wheel drive,3,2530,6,293,4570,20.1,26.0
1989,USA,Gasoline,Rear-wheel drive,2,2210,6,262,4230,18.0,26.0
2007,Asia,Gasoline,All-wheel drive,4,2100,5,239,4460,17.2,30.9
1983,Asia,Gasoline,Rear-wheel drive,2,2020,5,219,3700,18.7,29.3
2015,USA,Gasoline,Rear-wheel drive,4,2380,6,274,4480,18.2,32.7
2002,Europe,Diesel,Front-wheel drive,3,2640,7,301,4340,17.5,30.1
2013,Asia,Gasoline,Front-wheel drive,4,2110,6,234,4150,19.8,31.6
2021,USA,Gasoline,Front-wheel drive,3,2000,5,235,3830,18.7,35.3
2021,Europe,Hybrid,Rear-wheel drive,5,2410,6,267,4400,18.4,35.3
1989,USA,Gasoline,Rear-wheel drive,3,2430,7,275,4470,16.4,25.4
1975,USA,Gasoline,All-wheel drive,3,2480,7,,4810,19.5,20.9
1992,Europe,Gasoline,Rear-wheel drive,4,2210,6,229,4270,18.5,33.5
1980,USA,Gasoline,Front-wheel drive,3,2140,6,,3760,15.5,26.3
1981,USA,Gasoline,Front-wheel drive,3,2140,6,257,3800,18.2,29.2
2014,Europe,Gasoline,Front-wheel drive,2,2550,6,260,4470,18.0,27.7
2020,Asia,Gasoline,Rear-wheel drive,3,2260,6,255,4500,20.0,30.4
2009,USA,Diesel,Front-wheel drive,4,2460,6,284,4420,19.0,30.4
2000,USA,Gasoline,Front-wheel drive,2,2360,6,269,4290,17.9,28.5
2017,USA,Gasoline,Front-wheel drive,3,1910,5,213,3910,17.2,32.2
2006,Europe,Gasoline,All-wheel drive,2,2030,5,228,3980,,32.2
2016,Europe,Diesel,All-wheel drive,4,2060,6,222,4200,20.4,35.9
1982,Europe,Gasoline,Rear-wheel drive,4,1940,5,,4080,18.2,29.7
1979,USA,Gasoline,All-wheel drive,2,2050,6,,4160,19.4,24.7
1989,USA,Gasoline,Front-wheel drive,3,1860,5,217,3730,18.1,27.3
1996,USA,Gasoline,Front-wheel drive,5,2330,6,268,4300,20.6,25.7
1996,Europe,Gasoline,Front-wheel drive,4,2490,7,292,4090,,27.5
1991,Asia,Gasoline,Front-wheel drive,5,2250,6,255,4110,20.0,28.6
1991,Europe,Gasoline,All-wheel drive,4,2290,6,245,4470,20.2,26.5
1999,Asia,Diesel,Rear-wheel drive,4,2140,6,249,4270,18.9,30.9
1988,Europe,Gasoline,All-wheel drive,4,2190,5,244,4480,,26.5
2005,Asia,Gasoline,Rear-wheel drive,4,2410,6,243,4580,19.7,27.1
1980,USA,Hybrid,Front-wheel drive,2,2160,6,253,4020,19.8,33.7
2021,USA,Gasoline,Rear-wheel drive,3,2460,6,278,4630,18.4,29.4
2008,Asia,Gasoline,Front-wheel drive,4,2350,6,,4350,18.5,30.7
2012,Europe,Hybrid,Front-wheel drive,3,2250,6,250,4120,16.6,37.1
1985,Asia,Gasoline,Front-wheel drive,3,2110,6,231,4120,17.7,31.5
2007,Asia,Gasoline,Rear-wheel drive,2,2320,6,265,4260,17.3,30.2
2011,USA,Gasoline,Rear-wheel drive,4,2100,6,258,4060,16.7,29.0
1983,USA,Diesel,Front-wheel drive,5,2190,6,275,4390,19.1,31.1
1988,Europe,Gasoline,All-wheel drive,4,2110,6,,4150,19.7,29.4
2015,Asia,Diesel,Front-wheel drive,5,1990,5,206,4010,21.1,36.3
1996,Europe,Gasoline,All-wheel drive,3,2380,6,264,4560,18.2,24.9
2001,Asia,Diesel,Rear-wheel drive,5,2140,5,234,4500,22.3,31.2
1996,USA,Diesel,All-wheel drive,4,2390,6,284,4630,20.7,29.6
1981,USA,Hybrid,Front-wheel drive,4,2370,6,,4330,19.0,29.5
2013,Europe,Gasoline,Rear-wheel drive,2,2480,6,245,4330,18.7,31.6
1987,USA,Gasoline,All-wheel drive,3,2240,6,266,4240,16.9,26.7
2010,USA,Hybrid,Front-wheel drive,5,2050,5,224,4250,17.6,36.9
2022,USA,Gasoline,Front-wheel drive,4,2220,6,245,4080,18.0,31.3
1993,USA,Diesel,Front-wheel drive,2,2070,6,256,4300,19.0,32.3
1982,USA,Gasoline,Front-wheel drive,2,2570,7,281,4250,19.9,26.7
2015,USA,Diesel,Front-wheel drive,5,2500,6,279,4550,18.1,29.5
2001,USA,Gasoline,Front-wheel drive,5,2250,6,244,4240,18.8,29.8
2014,USA,Gasoline,All-wheel drive,2,2360,6,282,4390,20.0,28.2
2010,USA,Diesel,Front-wheel drive,4,2030,5,252,4030,19.5,31.6
2011,Asia,Gasoline,Front-wheel drive,3,2020,5,226,3830,18.4,33.3
2000,Europe,Gasoline,Rear-wheel drive,2,2060,6,232,3890,16.3,30.5
1979,USA,Gasoline,All-wheel drive,3,2370,6,272,4240,19.3,24.5
2014,USA,Gasoline,All-wheel drive,4,2510,6,271,4760,19.6,28.2
2007,Europe,Diesel,Front-wheel drive,3,2140,6,229,3980,19.0,32.2
2023,Asia,Diesel,Front-wheel drive,3,1980,5,226,3840,17.9,37.2
1999,USA,Gasoline,All-wheel drive,4,2250,6,269,4420,20.1,27.8
1993,Europe,Gasoline,Rear-wheel drive,4,2660,7,270,4860,20.5,27.1
1996,USA,Gasoline,Front-wheel drive,2,2280,6,265,4330,19.3,29.5
2016,USA,Gasoline,Front-wheel drive,3,2060,6,255,3980,19.0,33.3
1997,USA,Hybrid,All-wheel drive,4,2250,6,261,4620,19.0,31.6
2012,USA,Gasoline,Front-wheel drive,4,2030,6,215,4210,19.6,29.5
2007,Asia,Diesel,Rear-wheel drive,4,2260,6,255,4470,20.2,33.0
1981,USA,Hybrid,Front-wheel drive,4,2180,6,,4480,19.1,32.7
2012,Europe,Gasoline,All-wheel drive,2,2130,6,226,4080,18.8,30.2
1984,Europe,Gasoline,Front-wheel drive,4,2290,6,253,4210,21.2,31.2
1994,USA,Diesel,Front-wheel drive,4,1730,5,228,3870,18.0,34.8
1985,Asia,Gasoline,Front-wheel drive,5,2070,6,237,3900,19.9,29.3
1978,Asia,Gasoline,All-wheel drive,4,2070,6,,4290,21.0,28.6
1992,Asia,Gasoline,Front-wheel drive,5,2300,6,249,4430,19.0,28.6
2014,USA,Gasoline,Front-wheel drive,4,2010,5,236,3780,17.4,28.4
1995,Europe,Gasoline,Rear-wheel drive,2,2680,7,281,4480,20.1,27.6
1988,Asia,Gasoline,Front-wheel drive,3,2310,7,257,4230,20.1,29.0
1990,USA,Diesel,Rear-wheel drive,3,2410,6,283,4430,18.0,31.5
2019,USA,Diesel,Rear-wheel drive,5,2140,6,273,4300,18.5,29.8
1988,Europe,Gasoline,Front-wheel drive,4,2640,7,286,4570,18.8,29.9
2024,Europe,Gasoline,Front-wheel drive,3,1980,5,242,4150,17.2,33.3
1989,Europe,Gasoline,Front-wheel drive,2,2190,6,239,3800,,27.7
1985,Asia,Gasoline,Front-wheel drive,5,2340,6,256,4170,17.6,26.4
2023,USA,Gasoline,All-wheel drive,3,2320,6,279,4250,18.6,30.0
1979,USA,Gasoline,Rear-wheel drive,2,2220,6,242,4150,20.4,26.8
2002,USA,Gasoline,Front-wheel drive,3,2090,5,219,3930,18.0,28.9
1998,USA,Gasoline,All-wheel drive,3,2430,6,281,4380,18.1,26.1
2005,USA,Gasoline,Rear-wheel drive,2,2100,5,233,4060,19.1,30.2
2006,Asia,Gasoline,Front-wheel drive,3,2380,6,246,4280,18.5,28.8
2017,USA,Diesel,Front-wheel drive,5,2240,6,283,4540,18.9,32.7
2002,Asia,Gasoline,Front-wheel drive,4,2300,6,225,4170,19.0,31.6
2010,USA,Gasoline,Rear-wheel drive,3,2370,7,275,4610,18.5,26.6
1989,USA,Gasoline,Front-wheel drive,4,2090,6,234,3880,18.3,32.2
2018,Asia,Gasoline,Front-wheel drive,3,2210,6,226,3920,18.6,33.8
2022,USA,Gasoline,Front-wheel drive,2,2220,6,255,4140,19.0,28.1
1983,Europe,Gasoline,All-wheel drive,5,2250,6,,4410,18.7,25.1
2006,USA,Diesel,All-wheel drive,3,2120,5,252,4140,19.1,30.7
1981,Europe,Hybrid,Front-wheel drive,4,2480,6,267,4460,19.5,32.2
1998,Asia,Gasoline,Rear-wheel drive,2,2510,7,282,4470,20.7,26.6
1985,Asia,Hybrid,Front-wheel drive,3,2360,6,275,4250,17.8,31.0
2000,USA,Gasoline,Rear-wheel drive,3,2140,6,241,4320,18.8,30.3
1986,Europe,Gasoline,Front-wheel drive,4,2210,6,231,4090,20.6,30.4
2010,Europe,Gasoline,Front-wheel drive,3,2310,6,238,4280,19.3,32.1
2021,Europe,Gasoline,Front-wheel drive,5,2010,6,232,3980,20.4,36.2
1979,Europe,Gasoline,All-wheel drive,4,2100,6,241,4180,18.9,27.4
2013,USA,Hybrid,Front-wheel drive,5,2220,6,258,4230,17.5,34.4
1978,Europe,Gasoline,Rear-wheel drive,3,1860,5,209,3430,20.2,30.7
2021,Asia,Gasoline,All-wheel drive,3,2360,6,252,4430,18.2,29.8
2004,Europe,Gasoline,Front-wheel drive,3,2260,6,252,4040,18.9,30.5
1991,USA,Gasoline,Rear-wheel drive,3,1970,6,252,4180,19.1,24.6
1983,USA,Gasoline,Front-wheel drive,4,2650,7,319,4930,19.8,23.8
1984,Europe,Gasoline,All-wheel drive,4,2370,6,253,4450,18.9,27.5
1984,USA,Gasoline,Rear-wheel drive,3,2580,7,287,4580,16.9,23.1
1997,USA,Gasoline,All-wheel drive,3,2250,6,267,4250,19.0,28.5
1997,USA,Diesel,Front-wheel drive,3,2500,7,307,4570,19.2,28.1
2003,USA,Diesel,Front-wheel drive,3,2400,6,268,4410,20.1,32.1
2022,Asia,Diesel,Front-wheel drive,3,2240,6,261,4150,16.3,31.8
1979,Asia,Gasoline,Front-wheel drive,3,1860,5,,3980,19.6,32.4
1993,Asia,Gasoline,Rear-wheel drive,5,2040,6,239,4080,19.0,31.7
1988,Europe,Gasoline,Front-wheel drive,4,2640,7,277,4650,19.7,27.9
1997,Asia,Gasoline,All-wheel drive,4,2010,5,228,4140,19.9,30.9
1978,Asia,Gasoline,Front-wheel drive,4,2200,6,232,4120,17.9,28.8
1977,USA,Diesel,Front-wheel drive,5,2170,6,278,4510,19.7,25.9
1999,Asia,Diesel,Rear-wheel drive,3,2290,6,253,4290,19.6,32.4
1977,USA,Diesel,All-wheel drive,4,2530,7,298,4760,20.7,25.3
2019,Asia,Gasoline,All-wheel drive,4,2330,6,253,4560,18.4,30.4
1990,Asia,Gasoline,All-wheel drive,5,2310,6,274,4500,17.6,26.9
1996,Europe,Gasoline,Front-wheel drive,5,2120,6,,4250,19.3,27.3
2001,Asia,Gasoline,Front-wheel drive,3,2190,6,227,4330,19.7,31.5
1991,USA,Gasoline,All-wheel drive,4,2250,6,265,4780,17.6,25.4
2002,Europe,Gasoline,All-wheel drive,4,2410,6,263,4670,21.6,28.4
1977,USA,Gasoline,Rear-wheel drive,5,2200,5,,4300,20.7,26.2
1989,USA,Diesel,Front-wheel drive,5,2110,6,264,4240,16.2,26.1
2017,USA,Gasoline,Front-wheel drive,4,2220,6,,4110,18.5,31.0
1998,USA,Diesel,Front-wheel drive,3,2170,6,249,4260,18.9,33.3
1996,USA,Gasoline,Front-wheel drive,4,2220,6,251,4150,19.5,30.1
2004,Asia,Hybrid,Front-wheel drive,4,2520,7,257,4520,19.7,35.2
1993,USA,Gasoline,Front-wheel drive,3,2530,7,306,4430,18.0,27.4
1995,Europe,Gasoline,Front-wheel drive,2,2330,6,236,3990,19.6,29.5
1976,Europe,Diesel,Front-wheel drive,4,2190,6,238,4060,19.5,31.4
2004,Asia,Gasoline,Rear-wheel drive,3,2330,6,251,4350,19.2,29.5
2023,Europe,Diesel,Front-wheel drive,3,2180,6,254,3960,,36.8
1992,Asia,Gasoline,Front-wheel drive,3,2310,6,252,4180,16.4,26.6
1978,USA,Diesel,All-wheel drive,3,2370,6,260,4380,19.3,26.5
2023,Europe,Gasoline,Front-wheel drive,5,2080,6,245,4110,19.4,33.2
2003,Europe,Gasoline,All-wheel drive,2,2500,6,276,4590,19.1,26.7
2010,Europe,Hybrid,Front-wheel drive,4,2220,6,226,4030,18.6,35.4
2023,USA,Hybrid,Rear-wheel drive,3,2590,6,266,4540,17.0,31.1
2000,USA,Gasoline,Front-wheel drive,3,2250,6,253,4200,20.6,32.0
2012,USA,Diesel,All-wheel drive,3,2180,6,247,4320,19.0,29.1
1992,Asia,Gasoline,All-wheel drive,4,2490,6,287,4640,20.4,25.4
2013,USA,Gasoline,Rear-wheel drive,4,2490,6,285,4850,18.9,26.5
2018,USA,Gasoline,Front-wheel drive,3,2120,5,247,4020,19.7,33.2
1975,USA,Gasoline,Front-wheel drive,2,2110,6,,4160,20.0,27.0
2016,USA,Hybrid,Front-wheel drive,4,2160,5,255,4220,17.7,34.8
2018,Asia,Gasoline,Front-wheel drive,4,2400,7,244,4370,18.6,32.5
2016,Asia,Hybrid,Front-wheel drive,3,2340,6,254,4160,19.2,35.5
1983,USA,Gasoline,Front-wheel drive,5,2160,6,243,4350,19.9,26.0
2008,Europe,Gasoline,Rear-wheel drive,2,2150,6,222,4330,19.4,35.4
2008,Asia,Gasoline,Rear-wheel drive,2,2380,6,241,4330,21.9,29.8
1989,USA,Gasoline,All-wheel drive,3,2080,6,230,4290,20.3,26.4
2008,USA,Gasoline,All-wheel drive,3,2260,6,250,4350,19.0,28.8
2016,USA,Gasoline,Front-wheel drive,4,2160,6,,4140,18.5,30.5
2007,Asia,Hybrid,Front-wheel drive,2,2090,6,239,3820,18.8,35.5
1998,Europe,Hybrid,Rear-wheel drive,4,2430,7,281,4510,16.6,30.3
1996,Asia,Diesel,Rear-wheel drive,4,2250,6,249,4340,18.7,28.4
2018,Europe,Gasoline,All-wheel drive,5,2190,5,235,4290,18.3,31.8
1992,USA,Gasoline,All-wheel drive,2,2260,6,256,4450,18.2,25.5
2012,Europe,Hybrid,Front-wheel drive,3,2240,6,260,3660,16.7,36.6
2012,USA,Gasoline,Front-wheel drive,2,2320,6,284,4140,17.4,28.0
1995,Asia,Diesel,All-wheel drive,5,2160,6,236,4460,17.7,32.9
2023,Europe,Hybrid,Front-wheel drive,3,2270,6,251,4080,,34.9
1994,USA,Gasoline,Front-wheel drive,2,2110,6,268,4010,17.8,27.8
1992,USA,Gasoline,Rear-wheel drive,5,2320,6,257,4580,19.0,27.5
2002,Asia,Gasoline,Rear-wheel drive,2,2050,6,247,3830,18.3,29.3
2015,USA,Gasoline,Front-wheel drive,2,2040,5,247,3830,17.6,30.6
2001,Asia,Gasoline,Front-wheel drive,3,2260,6,253,4080,17.6,32.1
2016,Europe,Gasoline,Front-wheel drive,2,2330,6,243,4280,18.3,29.5
1981,Asia,Gasoline,Front-wheel drive,3,2250,7,,4140,15.8,25.0
1994,Asia,Gasoline,All-wheel drive,5,2250,6,250,4420,18.7,28.2
2018,USA,Diesel,Front-wheel drive,4,2660,6,283,4640,17.2,29.8
1983,Europe,Gasoline,Rear-wheel drive,3,2290,6,,4080,20.7,27.9
2018,Europe,Gasoline,Front-wheel drive,3,2340,6,270,4480,18.9,30.2
2008,Europe,Gasoline,All-wheel drive,3,2740,7,270,4790,20.3,30.8
1993,Asia,Gasoline,Front-wheel drive,5,2290,6,240,4130,20.9,29.0
1995,USA,Gasoline,Front-wheel drive,4,2070,5,263,4290,18.6,27.5
2005,Asia,Gasoline,Front-wheel drive,3,2360,6,233,4080,18.7,31.7
1989,USA,Diesel,Front-wheel drive,4,2460,7,294,4620,20.6,28.6
2003,Asia,Gasoline,Front-wheel drive,2,1930,5,209,3800,18.4,33.3
1993,USA,Gasoline,Rear-wheel drive,4,2420,6,259,4210,17.9,27.3
2005,USA,Gasoline,All-wheel drive,5,2220,6,245,4770,19.6,28.8
1976,USA,Gasoline,Front-wheel drive,5,2290,7,244,4240,21.5,28.2
1979,USA,Gasoline,All-wheel drive,3,2210,6,,4600,17.8,28.0
1975,Asia,Gasoline,Front-wheel drive,4,2060,5,222,3930,19.2,28.4
2018,Europe,Gasoline,All-wheel drive,2,2360,6,246,4200,20.0,31.5
2014,USA,Diesel,All-wheel drive,5,2460,7,318,4710,16.2,31.4
2019,Asia,Gasoline,Front-wheel drive,2,2100,6,224,4110,21.1,31.6
1981,Europe,Gasoline,All-wheel drive,4,1960,6,204,4180,20.1,27.0
1989,Asia,Gasoline,Front-wheel drive,3,1800,6,207,3810,19.1,34.8
2006,USA,Diesel,Rear-wheel drive,5,2300,5,267,4330,18.0,31.4
2010,USA,Gasoline,All-wheel drive,2,2350,6,259,4270,19.6,29.6
2022,Europe,Gasoline,Rear-wheel drive,3,2490,7,282,4700,20.6,33.5
1978,Europe,Gasoline,Rear-wheel drive,4,2400,6,,4290,18.8,30.5
1993,Asia,Gasoline,Front-wheel drive,3,2380,6,271,4430,17.8,32.7
2005,Europe,Gasoline,Front-wheel drive,3,2100,5,208,3990,19.7,33.2
1988,USA,Gasoline,Rear-wheel drive,5,2570,7,299,4520,21.5,23.4
2014,USA,Gasoline,Front-wheel drive,2,2150,6,256,4080,18.5,30.8
1988,Asia,Gasoline,Front-wheel drive,3,2440,6,273,4060,18.6,29.7
1982,Europe,Hybrid,Rear-wheel drive,3,2470,6,256,4390,,29.7
1994,USA,Diesel,Front-wheel drive,5,2430,6,280,4540,19.0,29.8
1995,Europe,Gasoline,Rear-wheel drive,5,2240,6,233,4420,19.2,28.3
1994,Asia,Gasoline,Front-wheel drive,3,2210,5,236,4010,17.2,30.7
1977,USA,Gasoline,Front-wheel drive,2,2280,6,266,4410,20.3,26.8
1975,Europe,Hybrid,Rear-wheel drive,5,2460,6,252,4630,21.2,29.2
1983,USA,Gasoline,Front-wheel drive,4,2540,7,,4560,18.1,27.1
1983,USA,Diesel,Front-wheel drive,4,1870,5,252,3850,17.9,33.1
2006,Europe,Diesel,Rear-wheel drive,4,2250,6,271,4180,17.3,35.3
2000,Asia,Gasoline,Front-wheel drive,5,2160,6,252,4360,19.7,30.4
2016,Europe,Gasoline,Rear-wheel drive,4,2320,6,259,4120,19.3,31.7
2019,USA,Diesel,Rear-wheel drive,3,2180,6,290,3960,16.7,35.6
2005,USA,Gasoline,Rear-wheel drive,4,2130,5,236,4270,20.8,29.1
2018,Asia,Diesel,Front-wheel drive,5,2210,5,260,4110,18.3,34.3
2018,Asia,Diesel,Front-wheel drive,4,2350,7,269,4270,18.8,35.2
1996,Europe,Gasoline,All-wheel drive,4,2350,6,250,4340,17.5,27.1
2018,Asia,Gasoline,All-wheel drive,3,1870,5,199,3720,18.6,33.9
2011,Asia,Hybrid,All-wheel drive,4,2230,6,250,4340,20.0,35.4
2009,Europe,Diesel,Rear-wheel drive,3,2210,6,244,4000,20.9,32.7
2021,USA,Gasoline,Rear-wheel drive,3,2090,5,215,4400,17.4,28.6
1982,Asia,Diesel,Rear-wheel drive,5,1990,5,231,3770,18.5,32.0
2023,Europe,Gasoline,Front-wheel drive,5,2380,6,240,4440,18.6,30.1
1982,USA,Gasoline,Front-wheel drive,2,2380,6,,4210,19.0,27.2
2005,USA,Diesel,Front-wheel drive,3,2350,6,258,4100,17.9,32.7
2008,USA,Gasoline,Front-wheel drive,4,2510,6,284,4460,19.9,29.9
2017,USA,Diesel,Front-wheel drive,4,2310,6,276,4240,16.3,31.4
1983,Asia,Gasoline,Rear-wheel drive,4,2160,5,223,4530,22.0,26.8
1996,USA,Gasoline,Rear-wheel drive,4,2520,7,289,4830,19.6,26.9
2017,USA,Gasoline,Front-wheel drive,4,2250,6,269,4440,21.4,28.2
2015,Asia,Gasoline,Rear-wheel drive,3,2090,6,237,4170,21.3,32.7
1985,USA,Gasoline,Front-wheel drive,2,2850,7,325,4730,21.6,25.9
1978,Asia,Gasoline,Front-wheel drive,4,2310,6,247,4060,17.7,29.8
2019,USA,Diesel,Front-wheel drive,4,2580,6,297,4420,17.1,31.4
1997,Europe,Diesel,Front-wheel drive,4,2230,6,252,4350,18.8,30.2
2010,USA,Gasoline,All-wheel drive,2,2080,6,258,4050,19.6,27.2
2018,USA,Hybrid,Front-wheel drive,2,2170,6,232,4190,18.2,34.8
2012,USA,Diesel,All-wheel drive,3,2390,7,280,4890,19.9,29.1
2024,Europe,Gasoline,Rear-wheel drive,4,2520,7,270,4510,16.3,27.8
2004,USA,Hybrid,Front-wheel drive,3,2240,6,263,4190,18.8,36.6
2005,USA,Diesel,Front-wheel drive,4,2430,6,270,4590,20.0,32.8
2008,Asia,Gasoline,Front-wheel drive,4,2610,6,289,4260,16.3,30.2
1984,Asia,Gasoline,Front-wheel drive,4,2250,6,248,4120,18.5,27.0
2019,USA,Gasoline,All-wheel drive,2,2220,6,270,4210,16.5,28.4
1983,Asia,Diesel,Rear-wheel drive,3,1770,5,203,4180,19.7,32.8
1997,Europe,Gasoline,Front-wheel drive,3,2160,6,222,4190,17.5,31.5
2013,USA,Gasoline,Front-wheel drive,5,2350,6,273,4430,19.7,32.5
2022,Asia,Diesel,Rear-wheel drive,5,2270,6,228,4090,19.3,33.1
2004,Europe,Hybrid,Front-wheel drive,2,2150,6,237,4110,17.6,34.9
2017,USA,Gasoline,Front-wheel drive,2,2350,6,285,4370,20.2,31.0
1992,Asia,Diesel,Rear-wheel drive,4,2060,6,247,4320,21.5,30.2
2004,USA,Gasoline,Front-wheel drive,2,2220,7,269,4060,20.0,29.9
1977,Europe,Diesel,Front-wheel drive,2,2140,6,,3930,18.9,30.4
1977,USA,Gasoline,Rear-wheel drive,3,2360,5,263,4020,18.5,28.5
2016,USA,Diesel,Front-wheel drive,2,2490,6,277,4280,18.0,30.8
2014,Asia,Gasoline,Front-wheel drive,4,2080,6,236,4200,19.9,32.0
1992,USA,Diesel,Front-wheel drive,2,2250,6,247,4070,17.3,30.4
1983,USA,Diesel,All-wheel drive,3,2630,7,314,4880,20.6,27.8
2017,USA,Gasoline,Front-wheel drive,2,2280,6,255,4230,18.6,31.6
1993,Asia,Diesel,Rear-wheel drive,4,2450,6,268,4540,19.3,27.9
2018,Europe,Hybrid,Front-wheel drive,4,2160,6,250,4050,18.2,37.6
1997,USA,Hybrid,Front-wheel drive,4,2450,6,272,4560,17.7,32.6
1982,USA,Diesel,Rear-wheel drive,4,2130,5,240,4410,17.3,29.7
1986,USA,Gasoline,All-wheel drive,2,2280,6,267,4570,19.6,25.2
1976,Asia,Hybrid,Front-wheel drive,4,2070,6,251,3880,17.0,32.3
1978,Asia,Diesel,Front-wheel drive,3,2100,6,,3610,17.2,31.4
2017,Europe,Gasoline,Front-wheel drive,2,2220,6,243,4020,,33.1
1987,USA,Gasoline,All-wheel drive,3,2360,6,241,4350,19.7,27.9
2001,Asia,Gasoline,Front-wheel drive,5,2210,6,263,4280,17.2,30.3
1987,USA,Gasoline,All-wheel drive,2,2700,7,291,4830,20.1,25.0
2001,USA,Hybrid,Front-wheel drive,3,2370,6,254,4290,18.7,31.9
1991,USA,Gasoline,Rear-wheel drive,4,2580,6,291,4600,20.6,30.1
1989,USA,Hybrid,Rear-wheel drive,3,2630,7,313,4650,20.0,28.3
1993,Europe,Gasoline,Front-wheel drive,4,2490,6,271,4480,,28.9
1984,USA,Gasoline,Front-wheel drive,4,2470,6,266,4480,20.5,23.8
2018,Europe,Diesel,All-wheel drive,3,1970,6,234,4000,18.4,30.6
1995,Europe,Diesel,All-wheel drive,4,2320,6,271,4450,18.7,30.3
2005,USA,Diesel,Front-wheel drive,4,2060,6,250,4160,18.8,34.6
2018,USA,Gasoline,All-wheel drive,3,2110,5,242,4360,19.7,29.3
1995,USA,Gasoline,Front-wheel drive,5,2500,7,274,4430,17.0,30.0
1983,Europe,Gasoline,Front-wheel drive,3,2330,6,,4120,19.8,28.8
1980,Europe,Gasoline,Front-wheel drive,4,2290,6,244,4070,18.4,29.2
2002,USA,Gasoline,Front-wheel drive,4,2000,6,213,4130,18.2,29.6
1998,USA,Gasoline,Front-wheel drive,3,2180,6,279,4080,18.1,27.9
1977,Europe,Gasoline,All-wheel drive,3,2340,7,,4270,19.3,25.9
2007,USA,Diesel,Front-wheel drive,2,2370,6,269,4150,19.9,35.2
2021,Asia,Hybrid,Front-wheel drive,4,1940,6,211,4100,19.3,39.1
2021,USA,Gasoline,Rear-wheel drive,5,2250,6,247,4520,19.5,30.6
1999,Europe,Hybrid,Front-wheel drive,3,2080,6,232,3910,19.2,34.8
2005,USA,Hybrid,Front-wheel drive,3,2250,6,268,4290,19.6,34.3
1981,Asia,Diesel,Front-wheel drive,4,2040,5,253,3860,19.1,31.5
1999,Europe,Gasoline,Front-wheel drive,2,2310,6,252,4160,18.6,31.0
1998,USA,Hybrid,Front-wheel drive,5,2040,5,221,4140,19.2,33.8
2019,Asia,Diesel,Front-wheel drive,5,2030,5,258,3820,16.9,35.5
1977,Europe,Gasoline,Front-wheel drive,5,2260,5,249,4060,18.5,30.2
1979,USA,Gasoline,All-wheel drive,5,2050,6,,4430,20.4,26.7
1997,USA,Gasoline,All-wheel drive,4,2610,7,,4840,19.2,27.0
1991,USA,Diesel,All-wheel drive,4,2290,6,273,4300,18.1,26.0
1980,USA,Gasoline,Front-wheel drive,4,2160,6,248,4210,17.7,28.2
2009,Asia,Hybrid,Front-wheel drive,4,2130,6,235,3960,17.7,35.8
1988,Europe,Diesel,Rear-wheel drive,3,2100,5,257,4130,17.3,30.7
1996,Europe,Gasoline,Rear-wheel drive,2,2440,6,272,4240,,26.5
2019,USA,Gasoline,Front-wheel drive,2,2400,6,276,4120,18.2,32.2
1981,USA,Gasoline,Front-wheel drive,3,2420,6,,4150,17.4,27.4
1976,Asia,Diesel,Front-wheel drive,4,2390,6,262,4280,19.1,26.2
1981,Asia,Hybrid,Front-wheel drive,5,1710,5,208,3740,19.9,36.0
1976,USA,Gasoline,Front-wheel drive,2,2460,6,273,4260,18.2,26.1
1990,Europe,Gasoline,Front-wheel drive,4,2370,6,243,4740,20.5,26.8
1990,Europe,Diesel,Front-wheel drive,4,2250,6,241,4190,18.3,29.8
1993,USA,Diesel,All-wheel drive,2,2190,6,254,4390,18.5,30.5
1979,USA,Gasoline,All-wheel drive,2,2160,5,234,4310,18.9,25.5
1976,Europe,Gasoline,All-wheel drive,4,2550,7,282,4820,20.0,25.2
2024,USA,Gasoline,All-wheel drive,2,2150,6,256,4250,19.0,31.9
2017,USA,Gasoline,Front-wheel drive,4,2340,7,265,4170,17.9,29.2
2021,USA,Gasoline,All-wheel drive,5,2280,6,252,4680,18.8,29.2
1983,USA,Gasoline,Front-wheel drive,2,2180,6,,4430,20.3,26.7
1990,Asia,Diesel,All-wheel drive,2,2350,6,257,4410,22.0,29.6
1999,Europe,Diesel,All-wheel drive,4,2310,6,269,4520,17.6,29.6
2013,USA,Gasoline,Rear-wheel drive,4,2160,6,254,4430,18.7,29.3
