engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,model_year,origin,fuel_type,drivetrain,num_doors,fuel_efficiency_mpg
140,5,132,2485.7824248825164,14.0,2015,USA,Diesel,Front-wheel drive,1,17.91497239330596
240,1,94,4225.26017153908,10.3,2018,Europe,Diesel,All-wheel drive,0,8.172301987594498
240,6,149,3858.240267313814,19.0,2013,Europe,Gasoline,Front-wheel drive,0,11.062447301849792
250,5,186,3097.5079124058525,18.2,2014,Asia,Diesel,All-wheel drive,-1,14.016394020609328
330,,132,2149.8598418749543,13.7,2018,Asia,Diesel,Front-wheel drive,2,19.596924408455166
220,5,141,3345.711623048183,18.7,2010,Europe,Gasoline,Front-wheel drive,0,12.483191589299587
280,3,165,2132.7715106017113,13.2,2018,USA,Diesel,Front-wheel drive,-1,19.77397508679075
190,4,107,2489.6326545627207,12.6,2000,Europe,Diesel,All-wheel drive,1,16.9943288920653
260,5,116,3056.6119725807853,11.6,2009,USA,Diesel,All-wheel drive,0,14.722181638593165
190,6,,2918.480819460841,12.1,2016,Europe,Diesel,All-wheel drive,1,15.723068043820199
180,7,217,2776.305728924126,10.9,2013,Europe,Diesel,Front-wheel drive,-1,17.563340262900827
140,,144,3167.3075516844256,10.6,2021,Asia,Gasoline,Front-wheel drive,,14.304298930282233
240,4,172,2769.2701587258143,,2018,Asia,Gasoline,All-wheel drive,-1,17.528175398439355
290,7,140,3198.32796111647,,2002,Europe,Gasoline,Front-wheel drive,-1,13.289516210393503
170,1,75,3875.145146303924,14.8,2002,USA,Diesel,Front-wheel drive,-2,9.217262248866607
170,4,166,3162.9625296298805,13.5,2018,Asia,Diesel,Front-wheel drive,0,14.686854521819798
250,7,160,2026.787684749278,15.6,2014,Europe,Gasoline,Front-wheel drive,0,19.74522310233186
240,2,133,3250.5217277323354,14.1,2014,Europe,Gasoline,All-wheel drive,-3,13.522735246940572
240,3,170,2951.6197826716357,11.4,2021,USA,Diesel,All-wheel drive,1,15.601732401189661
200,,,3159.934368938397,15.2,2009,USA,Gasoline,Front-wheel drive,1,13.454151654411653
40,3,,3770.7352558588445,10.9,2017,Europe,Gasoline,Front-wheel drive,1,11.600741315411248
230,6,164,3727.0090878359924,13.7,2012,Asia,Diesel,All-wheel drive,1,11.193788988911392
230,1,134,3101.7031097544213,15.1,2002,USA,Diesel,Front-wheel drive,0,13.836677963081504
200,4,158,4295.201400126653,17.6,2012,Asia,Diesel,All-wheel drive,0,8.421575291195207
210,4,184,2564.6500001172512,13.2,2017,Europe,Gasoline,All-wheel drive,-1,16.8047849135204
220,4,165,2731.1806105640158,14.4,2020,Asia,Diesel,Front-wheel drive,0,16.709056574188953
200,2,153,3394.2840752018037,16.8,2001,USA,Diesel,All-wheel drive,1,13.094883214241946
250,4,98,3562.987632589621,16.7,2002,USA,Diesel,All-wheel drive,0,11.182187133709057
250,4,168,3085.298308522343,15.1,2002,USA,Gasoline,Front-wheel drive,2,14.884797552473412
240,6,152,2625.6848652557615,13.6,2023,USA,Diesel,All-wheel drive,-2,16.491946698279527
250,3,174,3057.8592417242844,14.6,2018,Asia,Diesel,All-wheel drive,0,15.058180229656534
210,5,92,2685.329102237393,14.8,2004,USA,Diesel,Front-wheel drive,2,15.335060697082557
200,2,121,2683.159329274318,,2010,USA,Gasoline,Front-wheel drive,3,16.655583540225944
230,,141,3776.328094746974,15.0,2002,USA,Gasoline,Front-wheel drive,0,10.9683252323011
330,3,,3866.3835591445995,13.0,2010,Asia,Gasoline,Front-wheel drive,-1,11.43943081363469
190,4,,2829.486515119568,15.0,2004,USA,Gasoline,Front-wheel drive,-1,15.64302917929351
230,5,155,3817.2919900064503,11.7,2003,Europe,Gasoline,All-wheel drive,-1,11.274742423507588
250,5,158,3442.8714509997685,12.0,2015,USA,Diesel,Front-wheel drive,-1,13.112844118274104
240,6,120,1746.6457764714933,9.9,2001,Europe,Diesel,Front-wheel drive,2,21.676848605315236
190,4,161,3475.746152766904,15.3,2012,Europe,Gasoline,Front-wheel drive,0,12.564355807901629
210,3,152,2926.4569159763955,15.8,2022,Europe,Diesel,Front-wheel drive,0,15.145079757804425
210,2,155,2589.871760250433,15.3,2013,USA,Diesel,All-wheel drive,-1,16.719842027700146
130,6,161,2567.443477588472,9.8,2015,USA,Diesel,All-wheel drive,0,18.26423745274142
150,5,126,3520.1007693649676,16.9,2022,USA,Diesel,Front-wheel drive,0,11.838183118578057
220,,102,2908.3420319614474,16.9,2016,Europe,Diesel,All-wheel drive,-1,14.52293143724291
210,5,129,3065.2647758247526,14.0,2016,Asia,Diesel,Front-wheel drive,0,14.425448440841178
190,8,,2835.346053876303,10.6,2021,USA,Diesel,Front-wheel drive,-1,16.652965894639784
230,2,,2595.5416325904307,15.8,2020,Asia,Diesel,All-wheel drive,1,17.24019715679068
240,5,164,3527.3843827583587,16.1,2012,Europe,Diesel,All-wheel drive,0,12.483135799551148
220,9,,3192.2947286410295,16.2,2004,USA,Gasoline,All-wheel drive,2,14.320121620150807
200,7,153,2794.2888223828927,16.6,2008,Asia,Diesel,Front-wheel drive,0,16.359230269934702
280,7,151,3024.7270101067534,12.0,2014,USA,Gasoline,Front-wheel drive,0,15.571848754661957
210,,137,3918.607741855336,17.4,2004,USA,Gasoline,Front-wheel drive,0,10.191427849451411
150,6,118,2344.4610881205836,17.3,2013,Europe,Diesel,All-wheel drive,1,17.470833255405612
150,1,235,2819.4003736979002,15.2,2007,Asia,Diesel,All-wheel drive,0,16.974619436574393
280,,157,2728.37511376698,17.6,2002,USA,Gasoline,All-wheel drive,0,15.327158618443804
210,1,,3240.6593929175765,18.5,2002,Asia,Gasoline,All-wheel drive,1,13.64595108211685
200,7,166,3791.238787964585,17.1,2013,Asia,Diesel,All-wheel drive,1,10.920801160353998
270,1,179,2859.23527463064,15.8,2005,Europe,Gasoline,Front-wheel drive,-1,15.503386112717347
120,1,181,2923.661003223815,14.9,2017,Asia,Gasoline,All-wheel drive,1,15.11534397782399
170,3,184,1729.7992680973482,17.4,2011,Europe,Diesel,Front-wheel drive,1,21.625280253672464
180,6,165,2487.042450986204,19.5,2011,Asia,Gasoline,All-wheel drive,-1,17.87178612968505
220,8,181,3215.145524789888,14.7,2013,Europe,Gasoline,All-wheel drive,0,14.258726375600409
260,5,122,3082.996334670275,19.0,2022,Europe,Gasoline,Front-wheel drive,-2,13.442500477876466
240,8,186,2315.136105677932,12.6,2008,Asia,Gasoline,All-wheel drive,-1,18.729019028381092
150,2,,2930.4960154186842,17.8,2014,Asia,Gasoline,Front-wheel drive,0,14.436473302836443
190,7,131,3105.30035428855,12.9,2022,Europe,Diesel,Front-wheel drive,-1,14.597159763401146
160,0,,2275.365384957443,13.1,2010,USA,Gasoline,Front-wheel drive,-2,19.229645276425327
230,3,122,2158.7010552087986,13.5,2019,Asia,Gasoline,All-wheel drive,-2,19.390157830698534
230,4,161,2663.3466886352135,10.6,2015,USA,Diesel,All-wheel drive,1,17.784179637623257
170,1,172,2645.8311162134405,16.0,2003,Asia,Diesel,All-wheel drive,0,16.8763426553562
210,7,169,2808.9352177196843,10.5,2017,Asia,Gasoline,Front-wheel drive,1,17.29439674052118
210,,174,2733.3579427269497,,2004,Europe,Gasoline,All-wheel drive,-1,16.167604631855387
310,4,199,2529.505226988933,20.8,2021,USA,Diesel,All-wheel drive,-1,17.39893281271013
250,2,136,2783.7110053354527,,2020,Asia,Gasoline,All-wheel drive,1,15.739717157610174
190,2,178,3324.494973622658,15.4,2001,Asia,Diesel,Front-wheel drive,0,13.70623048976848
180,4,197,1863.0857195451706,15.6,2006,USA,Gasoline,Front-wheel drive,0,21.418427609197824
240,5,174,3208.076862972119,16.3,2022,Europe,Gasoline,All-wheel drive,1,13.287767137645655
130,5,114,2130.997443674235,11.6,2008,Europe,Gasoline,Front-wheel drive,0,19.341789435596855
100,4,164,2669.6138434891623,17.7,2020,Asia,Diesel,Front-wheel drive,-1,16.49720113428856
170,4,,3507.407761391273,20.5,2020,Europe,Gasoline,Front-wheel drive,-1,12.221142506398824
240,6,159,2274.4006348069915,11.0,2021,Europe,Diesel,All-wheel drive,-1,19.631965215897846
180,5,163,3436.2458184657894,17.2,2011,Asia,Diesel,All-wheel drive,-1,12.932341810859548
310,5,139,3599.8816299751143,,2004,Europe,Diesel,Front-wheel drive,0,11.1959509614063
160,4,126,3011.588013708681,16.4,2009,Europe,Diesel,All-wheel drive,-1,14.651055575737168
270,4,113,1860.3880228439587,12.2,2017,Asia,Gasoline,Front-wheel drive,-1,20.364343593228604
150,4,146,4054.4639112417117,11.9,2006,Europe,Diesel,All-wheel drive,,10.316171926577228
150,3,271,3112.12598719321,16.7,2019,Europe,Gasoline,Front-wheel drive,1,15.465285243946555
130,9,143,3530.5645972023444,15.2,2006,Europe,Diesel,Front-wheel drive,0,11.767821207997144
110,4,133,3345.280270549178,16.9,2008,Asia,Gasoline,All-wheel drive,0,12.988298782745414
200,3,156,3730.7792838833766,,2005,Asia,Gasoline,All-wheel drive,0,11.121486810393717
40,5,157,2942.6392751152316,11.2,2007,Europe,Diesel,Front-wheel drive,-1,15.742444988904303
80,5,151,3739.268025878103,15.0,2023,Europe,Gasoline,Front-wheel drive,1,11.016834105820122
170,4,102,2833.295416203406,13.7,2015,Europe,Diesel,Front-wheel drive,-1,15.453192715944985
180,7,102,3198.9687077150456,14.5,2001,Europe,Diesel,Front-wheel drive,0,13.482946158411485
200,1,198,3423.2039729749245,14.5,2013,USA,Gasoline,All-wheel drive,-1,13.25085329766982
250,4,213,3276.025395607375,15.6,2019,Europe,Gasoline,All-wheel drive,2,14.057219540823306
210,5,164,2627.847818836295,12.1,2021,USA,Gasoline,Front-wheel drive,0,17.1548442257003
220,4,131,3946.6888221786385,14.5,2006,Asia,Gasoline,Front-wheel drive,-1,10.678969037428939
180,9,185,2443.201236774293,17.1,2008,USA,Gasoline,Front-wheel drive,0,17.588007832331986
180,4,104,3687.438134565196,14.8,2018,USA,Gasoline,Front-wheel drive,0,11.034982232034158
170,5,134,2639.6995176603637,,2022,Asia,Diesel,All-wheel drive,3,16.94142208181101
250,3,,3611.958062588302,14.5,2012,Europe,Gasoline,Front-wheel drive,1,11.718115422596112
250,1,,2738.4454398961934,21.4,2006,Asia,Diesel,All-wheel drive,-2,14.589592937938946
160,3,157,3249.506704897023,12.2,2013,USA,Diesel,All-wheel drive,-1,13.92130290421853
210,0,189,2837.9442489260505,11.6,2023,Europe,Diesel,Front-wheel drive,0,17.103164039567933
240,2,,2522.9237181264084,17.5,2011,Europe,Diesel,Front-wheel drive,1,16.338708612172088
310,5,,2800.6523164538094,,2014,USA,Gasoline,Front-wheel drive,-2,15.841489461573989
150,5,183,3101.221538504322,16.8,2002,USA,Gasoline,Front-wheel drive,2,14.621917101056312
260,6,72,2892.8343476028135,13.5,2005,Europe,Diesel,Front-wheel drive,1,14.819356037824685
150,4,112,3201.682228866664,14.9,2018,Asia,Gasoline,All-wheel drive,,13.559661120857646
230,4,145,3158.7399317034897,18.7,2023,Europe,Diesel,All-wheel drive,1,14.279022253985723
130,6,184,2958.2521545219697,15.9,2014,Europe,Diesel,All-wheel drive,0,15.244572042739486
220,6,134,2792.113291333449,16.0,2015,Europe,Diesel,All-wheel drive,-1,15.363759333188106
190,6,150,3441.7620457139606,19.5,2022,USA,Diesel,Front-wheel drive,0,11.73434952594489
200,5,122,2595.193166188041,16.4,2009,Europe,Diesel,Front-wheel drive,0,16.347167525948095
190,2,110,3131.8914235873867,14.7,2002,Asia,Diesel,All-wheel drive,-2,13.981605261732323
220,1,,2345.8948933425295,17.2,2021,Europe,Gasoline,Front-wheel drive,1,18.532682139899322
200,5,85,3366.6780623372765,19.1,2007,Asia,Gasoline,All-wheel drive,0,12.187279865992473
200,4,203,2090.6049583559125,15.8,2005,Europe,Gasoline,Front-wheel drive,0,19.593115713763464
260,4,172,3832.6031404391165,14.8,2010,USA,Gasoline,Front-wheel drive,0,10.480590337242548
310,4,,2419.2340180290785,10.4,2009,Asia,Gasoline,Front-wheel drive,-1,18.64745918923624
150,5,149,3637.4993835295827,9.6,2014,Asia,Diesel,All-wheel drive,-1,13.011477320989155
160,,129,2823.041894737696,10.4,2011,Europe,Gasoline,All-wheel drive,1,16.757332884651074
270,5,170,2939.31074244919,13.1,2013,Europe,Diesel,All-wheel drive,-3,15.243065270696963
340,1,176,2814.0972515966732,20.4,2014,USA,Gasoline,All-wheel drive,-1,15.331925890966575
220,5,128,2785.960625084336,15.6,2021,Asia,Gasoline,Front-wheel drive,-1,15.87568195123061
210,3,194,3200.8120993862062,14.5,2000,Europe,Diesel,All-wheel drive,,14.728231339100502
130,5,174,3020.311045795979,12.5,2018,USA,Gasoline,Front-wheel drive,-1,15.255520191664237
270,4,145,3069.870883042136,14.5,2021,Asia,Gasoline,All-wheel drive,0,14.124914947040581
180,5,149,3332.3127449252584,16.4,2022,Europe,Gasoline,Front-wheel drive,0,12.696831719139738
230,6,166,3511.0012380163353,21.3,2015,Asia,Diesel,All-wheel drive,1,12.196440701077655
190,4,167,3290.815049263038,19.7,2011,Asia,Diesel,Front-wheel drive,0,13.67634262647845
250,4,90,2737.0590998644357,19.9,2006,USA,Gasoline,Front-wheel drive,0,14.874637275789803
220,2,134,2589.321391634495,14.0,2001,Europe,Gasoline,Front-wheel drive,-1,17.08748886464091
210,8,149,3102.4248356581948,15.1,2007,Asia,Diesel,Front-wheel drive,0,15.12954479436434
200,1,119,2752.3790563225934,13.3,2010,Europe,Diesel,Front-wheel drive,0,16.06481791414426
250,1,123,2963.1674707649813,12.8,2014,Europe,Gasoline,Front-wheel drive,-1,15.540816021256305
240,6,119,2925.282952519386,16.0,2011,Asia,Diesel,All-wheel drive,1,14.859742449958096
160,1,144,2709.072869697002,14.8,2001,Europe,Gasoline,Front-wheel drive,0,17.05049595122986
270,7,,2798.6495697012633,12.3,2006,Asia,Gasoline,All-wheel drive,,15.937615546488054
200,2,188,3149.6537030561467,12.2,2009,Europe,Diesel,Front-wheel drive,0,14.764145808119247
130,1,124,2880.6266480480917,15.8,2012,Europe,Diesel,Front-wheel drive,-2,15.498657282544784
180,0,188,1655.7016083684032,13.5,2011,Europe,Diesel,Front-wheel drive,-1,22.54729761564464
310,4,134,2403.687053452283,14.6,2018,USA,Gasoline,Front-wheel drive,0,18.262738950745725
250,3,161,3562.0743133030237,16.8,2016,USA,Diesel,All-wheel drive,0,12.348123229093066
200,4,139,2260.6069561847244,14.0,2020,Asia,Diesel,All-wheel drive,0,19.071044212640167
250,4,140,2708.5351267896713,13.2,2003,Asia,Diesel,All-wheel drive,,16.32381688720547
180,2,159,2706.7193390303037,16.7,2006,Asia,Diesel,All-wheel drive,1,16.307690551841354
280,5,173,2487.5356854626093,13.7,2015,Europe,Diesel,Front-wheel drive,-1,17.73658483117621
120,3,105,3183.006074483208,15.2,2012,Asia,Gasoline,Front-wheel drive,0,14.020700217730335
190,1,143,2320.8792472839505,,2009,USA,Gasoline,All-wheel drive,0,18.490560570218463
150,4,159,2605.880111261325,12.8,2012,Asia,Gasoline,Front-wheel drive,,16.925192056506315
250,4,183,2474.8075480303905,15.6,2012,Europe,Diesel,All-wheel drive,0,17.584764706071585
180,2,132,2172.2741569811924,,2016,Europe,Gasoline,Front-wheel drive,0,18.413536032117204
190,2,76,2600.2526715291497,10.2,2016,Asia,Gasoline,Front-wheel drive,1,17.502344653727366
300,2,164,3432.505502622398,21.9,2020,Asia,Diesel,All-wheel drive,0,12.583709854338238
160,3,178,2606.1561382440755,16.2,2013,USA,Diesel,All-wheel drive,1,17.25354752224517
270,5,174,3190.2049990752917,14.3,2004,USA,Gasoline,Front-wheel drive,0,13.750335611534585
220,6,109,3798.636786711589,15.2,2023,Asia,Gasoline,Front-wheel drive,1,10.161774904433715
300,4,174,3089.1104339537997,12.3,2011,Europe,Gasoline,Front-wheel drive,1,15.219343576086137
140,4,121,3663.328601992099,12.8,2019,Europe,Diesel,Front-wheel drive,1,11.634610722695399
130,4,142,2741.799801037994,20.0,2012,USA,Diesel,All-wheel drive,-2,15.698447288099318
250,4,202,2769.868265938229,16.8,2006,Europe,Diesel,Front-wheel drive,0,16.63446237907378
170,4,,3448.228050989531,12.7,2006,Europe,Gasoline,All-wheel drive,1,13.023408689807628
200,,182,3948.4098791644096,,2007,Europe,Diesel,All-wheel drive,1,10.640810040205594
210,4,130,2681.3598499478994,21.3,2017,Asia,Diesel,All-wheel drive,1,15.549869060046639
200,4,158,2633.976498759227,13.7,2011,Europe,Gasoline,Front-wheel drive,2,17.269297806489238
200,6,192,2899.233703116084,17.8,2021,Europe,Gasoline,All-wheel drive,1,15.973795051471075
220,1,199,3392.3349581253124,16.3,2019,Asia,Diesel,All-wheel drive,,13.719433578685969
280,8,155,1699.486814278965,15.2,2016,Asia,Diesel,Front-wheel drive,0,20.912351717852733
230,7,147,2687.4179912827376,15.9,2019,Asia,Diesel,All-wheel drive,0,16.317509053337474
150,2,133,3328.6329358635103,20.0,2002,Europe,Diesel,Front-wheel drive,-2,12.535193662371542
230,4,160,3457.151633183397,16.1,2022,Asia,Gasoline,Front-wheel drive,0,12.162297825750972
190,3,191,2696.7543781492095,15.4,2016,Europe,Diesel,All-wheel drive,0,16.579084743469
210,4,190,2803.4719435820866,19.5,2006,Europe,Gasoline,Front-wheel drive,-1,15.774998500259827
280,4,123,3396.2498159310667,16.3,2008,Europe,Gasoline,All-wheel drive,-1,13.08174434852635
200,5,151,3222.5285919018243,,2008,Asia,Diesel,All-wheel drive,1,14.045329835831929
140,4,164,3920.7000660208023,13.4,2012,Asia,Gasoline,All-wheel drive,-1,10.465678120524156
190,5,166,1960.4399921777772,13.3,2023,Asia,Diesel,Front-wheel drive,0,20.30976075567692
150,3,179,3275.2359155451054,16.9,2001,USA,Diesel,All-wheel drive,0,13.466350343777801
170,6,121,3785.9065825196667,18.1,2002,Europe,Diesel,Front-wheel drive,1,10.339759745602153
290,1,181,2602.2182508060855,11.7,2012,Europe,Gasoline,Front-wheel drive,0,17.48709117747513
170,0,102,3140.418335290575,15.1,2015,USA,Gasoline,Front-wheel drive,0,13.36593171008126
170,3,110,3322.377602111119,19.1,2015,Europe,Gasoline,Front-wheel drive,1,12.637155362306627
230,4,181,3363.8450191897896,22.8,2003,USA,Gasoline,All-wheel drive,-2,13.175784358791615
210,3,146,2691.0751570373764,13.0,2009,Europe,Diesel,Front-wheel drive,3,16.157970165190545
260,5,150,3138.224973592119,13.2,2017,Europe,Gasoline,Front-wheel drive,0,14.575195240265765
180,4,200,2617.509467603427,13.2,2022,Asia,Gasoline,All-wheel drive,-1,18.32718701386574
220,,160,2737.32806788319,11.1,2010,Europe,Gasoline,Front-wheel drive,2,16.474353429772982
180,4,157,1586.1908325058703,,2008,USA,Gasoline,All-wheel drive,0,22.284208018635482
150,8,98,3697.6188201381847,15.8,2003,USA,Diesel,Front-wheel drive,0,10.976918938781521
150,,165,3220.279451661945,,2020,USA,Diesel,Front-wheel drive,,13.83686165444642
220,4,114,2513.758989837847,12.2,2015,Asia,Diesel,Front-wheel drive,0,17.725849131697558
250,7,160,2202.387114783245,9.4,2000,Europe,Diesel,All-wheel drive,0,19.82235756597006
190,6,149,3115.854496772869,13.4,2005,Europe,Diesel,All-wheel drive,1,14.900133587468407
190,,150,2696.913537783948,9.2,2015,Asia,Diesel,Front-wheel drive,0,17.642376636033614
190,4,153,3424.448678825373,11.8,2012,Europe,Diesel,Front-wheel drive,0,13.28253253844704
250,4,149,2863.066182244063,15.7,2004,Asia,Gasoline,Front-wheel drive,2,16.10061306343038
190,,128,2474.1505427061647,14.3,2013,Asia,Gasoline,All-wheel drive,-1,17.741494420854544
200,7,147,3177.5281203229165,13.6,2010,USA,Gasoline,All-wheel drive,0,14.761627446241706
220,,160,3494.243554384623,15.1,2003,Asia,Diesel,All-wheel drive,-1,12.402687565428552
180,3,109,2825.292836744863,16.4,2019,Asia,Gasoline,Front-wheel drive,,14.111093119295797
250,5,152,3302.356310678137,15.4,2007,USA,Diesel,Front-wheel drive,0,13.38755259451506
200,5,119,2863.0613532412317,11.5,2022,USA,Diesel,Front-wheel drive,0,15.996392317164336
130,5,115,3252.817064679951,12.4,2020,Europe,Diesel,All-wheel drive,0,13.00981967729673
210,3,145,3054.841279554321,16.0,2021,Asia,Gasoline,All-wheel drive,-1,14.216870980556404
160,4,122,2357.2049185294427,,2011,Europe,Diesel,Front-wheel drive,-1,18.945575139170526
160,6,149,2884.634835528133,15.6,2002,Europe,Gasoline,All-wheel drive,1,15.350838779143656
210,4,200,3205.8201080539948,13.9,2020,Europe,Gasoline,All-wheel drive,1,14.60637258263597
280,4,172,3724.6411796352163,11.7,2001,Asia,Gasoline,All-wheel drive,0,11.57862206404737
220,4,153,3043.611888801508,12.8,2008,Europe,Gasoline,All-wheel drive,0,15.290724327451468
220,4,177,3693.3766151794184,,2003,Asia,Gasoline,Front-wheel drive,-3,11.282732776682117
260,,138,3074.2075291399237,14.6,2020,Asia,Gasoline,All-wheel drive,-1,14.832249623099305
210,6,159,4131.106848732081,16.5,2002,Asia,Diesel,Front-wheel drive,0,9.578060652916315
130,5,149,3227.404217386505,14.5,2022,Asia,Gasoline,All-wheel drive,0,13.44821289439638
